Target,Function Target,Number of Alpha Carbons in Target,Reference,Function Reference,Number of Alpha Carbons in Reference,Distance
8HTC,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,290,4.240286037581124
7R3O,,3131,5X6Z,TRANSFERASE,395,4.24154414610311
6T2T,,2213,7VMG,STRUCTURAL PROTEIN/INHIBITOR,254,4.2417518365006845
7UAD,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,277,4.242190989387215
7MNU,,2213,7VMG,STRUCTURAL PROTEIN/INHIBITOR,243,4.246633035424316
7UAD,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,277,4.247012628962954
8UQB,,3131,5X6Z,TRANSFERASE,408,4.247130000091723
7E1T,,3131,5X6Z,TRANSFERASE,403,4.2478463327211
8BOK,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,282,4.248691366246974
7CFB,,3131,5X6Z,TRANSFERASE,388,4.2489466913019065
6VNV,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,274,4.249635473457098
7ZFX,,2203,5S4Z,CELL CYCLE,249,4.250475217518672
6VFQ,,3131,5X6Z,TRANSFERASE,425,4.251380544341044
7OXU,,2203,5S4Z,CELL CYCLE,249,4.252828356141568
6T2M,,2203,5S4Z,CELL CYCLE,249,4.253344001017035
8CK5,,2203,5S4Z,CELL CYCLE,251,4.254297223260669
6PGW,,3131,5X6Z,TRANSFERASE,427,4.255118579991806
8HTC,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,290,4.257776875973544
8CKC,,2203,5S4Z,CELL CYCLE,249,4.257985299108286
8BOK,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,282,4.259005803784535
6XZK,,2213,7VMG,STRUCTURAL PROTEIN/INHIBITOR,240,4.259612882210032
6VNV,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,274,4.259762722978321
7BO6,,2203,5S4Z,CELL CYCLE,247,4.261771233598574
8PZ7,,2203,5S4Z,CELL CYCLE,247,4.264491695676905
7OXZ,,2203,5S4Z,CELL CYCLE,248,4.264619159231811
6XZV,,2213,7VMG,STRUCTURAL PROTEIN/INHIBITOR,238,4.265139681951491
7ZFG,,2203,5S4Z,CELL CYCLE,247,4.266374643505687
6XZI,,2203,5S4Z,CELL CYCLE,247,4.26692885895058
8PZ9,,2203,5S4Z,CELL CYCLE,246,4.266997822516696
6HXY,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,301,4.267649496129511
7PRX,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,267,4.267922997384601
7LG3,,3131,5X6Z,TRANSFERASE,394,4.268031501125094
6XZJ,,2203,5S4Z,CELL CYCLE,245,4.270267938816906
6QQ4,,2213,7VMG,STRUCTURAL PROTEIN/INHIBITOR,243,4.270776375050979
7X15,,2203,5S4Z,CELL CYCLE,251,4.273657127380097
7POK,,3131,5X6Z,TRANSFERASE,372,4.274154760261373
7AZW,,2213,7VMG,STRUCTURAL PROTEIN/INHIBITOR,235,4.275397756564332
6SLW,,2213,7VMG,STRUCTURAL PROTEIN/INHIBITOR,245,4.275493560190848
8R79,,2213,7VMG,STRUCTURAL PROTEIN/INHIBITOR,240,4.276206567273412
6XZH,,2203,5S4Z,CELL CYCLE,245,4.277282953601377
6KOJ,,2203,5S4Z,CELL CYCLE,257,4.277619924859993
6THV,,3131,5X6Z,TRANSFERASE,381,4.2777828494457
6ELK,,3131,5X6Z,TRANSFERASE,392,4.278349209096747
6ZW1,,3131,5X6Z,TRANSFERASE,380,4.279136542769126
6HXY,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,301,4.279264028865503
6LPH,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,272,4.280050841232417
7PRX,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,267,4.280106375867668
7AXF,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,267,4.28193244152312
7LZF,,2213,7VMG,STRUCTURAL PROTEIN/INHIBITOR,240,4.283686651080236
6UJO,,3131,5X6Z,TRANSFERASE,384,4.2858745862917615
7CMR,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,263,4.286527182947183
6T2T,,2203,5S4Z,CELL CYCLE,254,4.286938448390068
6LXC,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,261,4.2905535157115455
8PBR,,3131,5X6Z,TRANSFERASE,370,4.2910382134468135
7O2R,,3131,5X6Z,TRANSFERASE,357,4.291368699064308
7MNU,,2203,5S4Z,CELL CYCLE,243,4.291625771790215
8BJK,,3131,5X6Z,TRANSFERASE,366,4.295294157262375
7BJO,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,257,4.296545923620185
6LPH,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,272,4.297091176010782
6WSJ,,3131,5X6Z,TRANSFERASE,358,4.298118443847626
7OC3,,3131,5X6Z,TRANSFERASE,407,4.298472158289681
8G1Z,,3131,5X6Z,TRANSFERASE,359,4.298850066570849
7O3S,,2213,7VMG,STRUCTURAL PROTEIN/INHIBITOR,235,4.29913776722364
7B39,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,255,4.299145509118834
7OY4,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,258,4.301603441570995
7CMR,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,263,4.302342386623154
6PZS,,3131,5X6Z,TRANSFERASE,362,4.302586340585467
7AXF,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,267,4.302771310665419
7UK2,,3131,5X6Z,TRANSFERASE,362,4.303871170153323
6V7A,,3131,5X6Z,TRANSFERASE,357,4.304128403119693
7JW6,,2213,7VMG,STRUCTURAL PROTEIN/INHIBITOR,231,4.304324219060681
6XZK,,2203,5S4Z,CELL CYCLE,240,4.304492546171371
6WYP,,3131,5X6Z,TRANSFERASE,358,4.306381314046022
8D7P,,58,6MJ7,SIGNALING PROTEIN,594,4.306582526607569
6LXC,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,261,4.306632208178086
7PWT,,2213,7VMG,STRUCTURAL PROTEIN/INHIBITOR,237,4.309510977853438
7ZFX,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,249,4.309641767931354
6XZV,,2203,5S4Z,CELL CYCLE,238,4.310654830711504
7UVE,,2213,7VMG,STRUCTURAL PROTEIN/INHIBITOR,236,4.311051655875066
7OXU,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,249,4.3116536627139945
6T2M,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,249,4.311712916938739
8CK5,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,251,4.312625183279542
7ZC9,,3131,5X6Z,TRANSFERASE,392,4.313060052304467
8DHH,,3131,5X6Z,TRANSFERASE,367,4.315157386052074
8CKC,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,249,4.315413987511249
7B39,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,255,4.315494520672941
6QQ4,,2203,5S4Z,CELL CYCLE,243,4.316030059210833
6SLW,,2203,5S4Z,CELL CYCLE,245,4.316618753574623
7KP1,,3131,5X6Z,TRANSFERASE,378,4.317188797077931
8R79,,2203,5S4Z,CELL CYCLE,240,4.318067257969769
7BJO,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,257,4.318392039954991
7BO6,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,247,4.318422899919267
7OY4,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,258,4.318808846130169
7SH4,,3131,5X6Z,TRANSFERASE,378,4.318838613750359
8PZ7,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,247,4.319938496225579
7OXZ,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,248,4.320403281364574
7AZW,,2203,5S4Z,CELL CYCLE,235,4.320646178063673
6OS4,,1297,6LS5,HYDROLASE,147,4.321273247037075
7ZFG,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,247,4.321654224238914
6XZI,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,247,4.321736678095563
8PZ9,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,246,4.321997316589842
6XZJ,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,245,4.323967893252774
7LZF,,2203,5S4Z,CELL CYCLE,240,4.324241446373338
6KOJ,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,257,4.324875462700787
7XVX,,3131,5X6Z,TRANSFERASE,366,4.325176000238611
7X15,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,251,4.325610727037667
7ZFX,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,249,4.328052155995118
6XZH,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,245,4.328923061920051
6YUY,,3131,5X6Z,TRANSFERASE,360,4.331322331438572
7OXU,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,249,4.331568066993074
6T2M,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,249,4.331831120976165
8OIJ,,3131,5X6Z,TRANSFERASE,350,4.3319268049037865
8CK5,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,251,4.331937118477525
7MIC,,2213,7VMG,STRUCTURAL PROTEIN/INHIBITOR,220,4.331962426326334
8CKC,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,249,4.335387506958949
6T2T,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,254,4.335906386198091
7BO6,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,247,4.339602610550162
7MNU,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,243,4.340056304834343
6KQP,,2213,7VMG,STRUCTURAL PROTEIN/INHIBITOR,220,4.3400933728945175
7ME4,,2213,7VMG,STRUCTURAL PROTEIN/INHIBITOR,227,4.340545563989204
7OXZ,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,248,4.341673039456115
8PZ7,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,247,4.342459826544183
7ZFG,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,247,4.342519572616833
6XZI,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,247,4.342702990303967
7O3S,,2203,5S4Z,CELL CYCLE,235,4.343549489670638
8PZ9,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,246,4.343935550759753
6XZJ,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,245,4.345525578218528
7JO7,,3131,5X6Z,TRANSFERASE,367,4.347491004200642
6XZK,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,240,4.349593314958509
7JW6,,2203,5S4Z,CELL CYCLE,231,4.3498688808151975
7VNH,,2213,7VMG,STRUCTURAL PROTEIN/INHIBITOR,225,4.352027658413543
6XZV,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,238,4.353095907555407
6XZH,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,245,4.35414568490499
7PWT,,2203,5S4Z,CELL CYCLE,237,4.35525854840536
7X15,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,251,4.355468798890715
7Q4I,,58,6MJ7,SIGNALING PROTEIN,569,4.3554941816925306
6SLW,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,245,4.356431002296723
8CIH,,3131,5X6Z,TRANSFERASE,362,4.356939612259874
7UVE,,2203,5S4Z,CELL CYCLE,236,4.357010242032172
6QQ4,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,243,4.357645529344216
6KOJ,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,257,4.357924401833475
7CIW,,2213,7VMG,STRUCTURAL PROTEIN/INHIBITOR,216,4.36068405008849
6K80,,2213,7VMG,STRUCTURAL PROTEIN/INHIBITOR,213,4.361735250903484
7AZW,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,235,4.361958568156775
6T2T,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,254,4.362835829998451
7LZF,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,240,4.363039023949278
6Y6E,,2213,7VMG,STRUCTURAL PROTEIN/INHIBITOR,238,4.364264386854553
7CIX,,2213,7VMG,STRUCTURAL PROTEIN/INHIBITOR,216,4.364438002390395
8R79,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,240,4.3646372342402255
7CIV,,2213,7VMG,STRUCTURAL PROTEIN/INHIBITOR,215,4.365257157811206
7MNU,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,243,4.3658430142022056
7MQY,,3131,5X6Z,TRANSFERASE,370,4.367965792391275
6Z26,,3131,5X6Z,TRANSFERASE,397,4.370030940875373
6XZK,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,240,4.375518779077852
8ADD,,2213,7VMG,STRUCTURAL PROTEIN/INHIBITOR,209,4.3769427776813545
7O3S,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,235,4.377512915674488
7MIC,,2203,5S4Z,CELL CYCLE,220,4.378414516123796
6XZV,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,238,4.379738457496037
7PWT,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,237,4.381774408928561
7JW6,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,231,4.382308615117354
6SLW,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,245,4.382990092684509
7UVE,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,236,4.385468159206776
7ME4,,2203,5S4Z,CELL CYCLE,227,4.385917307680417
6QQ4,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,243,4.386474725625282
6KQP,,2203,5S4Z,CELL CYCLE,220,4.386530647249647
6LTK,,2213,7VMG,STRUCTURAL PROTEIN/INHIBITOR,208,4.392080381599875
7D87,,2213,7VMG,STRUCTURAL PROTEIN/INHIBITOR,211,4.394177139698971
7ZHH,,2213,7VMG,STRUCTURAL PROTEIN/INHIBITOR,222,4.394257022768866
8FDX,,2213,7VMG,STRUCTURAL PROTEIN/INHIBITOR,202,4.394480201535184
7LZF,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,240,4.395296505241115
7MRS,,3131,5X6Z,TRANSFERASE,366,4.396094992417379
7AZW,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,235,4.396478940336661
7D8A,,2213,7VMG,STRUCTURAL PROTEIN/INHIBITOR,210,4.397067810950561
7VNH,,2203,5S4Z,CELL CYCLE,225,4.397124680931425
8FDY,,2213,7VMG,STRUCTURAL PROTEIN/INHIBITOR,201,4.397919820861979
8R79,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,240,4.398779342740645
6V4H,,2213,7VMG,STRUCTURAL PROTEIN/INHIBITOR,209,4.403482755989876
7MIC,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,220,4.403696182321051
7CIW,,2203,5S4Z,CELL CYCLE,216,4.406587713931339
7ME4,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,227,4.408506906022385
6KQP,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,220,4.409139723844801
6K80,,2203,5S4Z,CELL CYCLE,213,4.4092161416013935
7CIX,,2203,5S4Z,CELL CYCLE,216,4.410311784888318
7O3S,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,235,4.411156185556944
7CIV,,2203,5S4Z,CELL CYCLE,215,4.411228657694848
6VRO,,3131,5X6Z,TRANSFERASE,334,4.4121693330105884
6V4E,,2213,7VMG,STRUCTURAL PROTEIN/INHIBITOR,204,4.412657545135415
7PWT,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,237,4.414388987944531
6Y6E,,2203,5S4Z,CELL CYCLE,238,4.4155273565395925
7JW6,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,231,4.4163207859553735
7VNH,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,225,4.416585439389007
6Y6E,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,238,4.419913136717856
7UVE,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,236,4.422247212311945
8ADD,,2203,5S4Z,CELL CYCLE,209,4.423171670016876
7CIW,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,216,4.425130258926016
7KHG,,3131,5X6Z,TRANSFERASE,329,4.426187950410794
7CIX,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,216,4.427372068704982
7CIV,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,215,4.428039407789632
8K71,,3131,5X6Z,TRANSFERASE,340,4.42870709906441
6K80,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,213,4.428819315704428
7XHK,,3131,5X6Z,TRANSFERASE,334,4.431796300108826
8ADD,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,209,4.436231648711664
7U9D,,2213,7VMG,STRUCTURAL PROTEIN/INHIBITOR,203,4.43741010289355
6LTK,,2203,5S4Z,CELL CYCLE,208,4.437957296157029
7MIC,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,220,4.441041934728634
8FDX,,2203,5S4Z,CELL CYCLE,202,4.4411906781814725
7ZHH,,2203,5S4Z,CELL CYCLE,222,4.441370015730626
7D87,,2203,5S4Z,CELL CYCLE,211,4.441945854280607
6S7X,,3131,5X6Z,TRANSFERASE,332,4.443279657618859
5SGM,,3131,5X6Z,TRANSFERASE,315,4.443931368317999
8FDY,,2203,5S4Z,CELL CYCLE,201,4.444611086628687
7ME4,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,227,4.446668298174846
6LTK,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,208,4.447654305344677
7D8A,,2203,5S4Z,CELL CYCLE,210,4.447724988635859
7D87,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,211,4.448137671044486
6V4H,,2203,5S4Z,CELL CYCLE,209,4.448584502676334
6PYO,,3131,5X6Z,TRANSFERASE,318,4.448864051922439
8F1X,,3131,5X6Z,TRANSFERASE,318,4.449070518485605
7ZHH,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,222,4.449211805220474
8FDX,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,202,4.449669232009682
7CQV,,2213,7VMG,STRUCTURAL PROTEIN/INHIBITOR,195,4.44998952326228
7D8A,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,210,4.4517796949830215
8FDY,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,201,4.452233747460758
6V4H,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,209,4.4527108376723685
6KQP,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,220,4.456665356593118
6V4E,,2203,5S4Z,CELL CYCLE,204,4.457895472833108
7BJS,,2213,7VMG,STRUCTURAL PROTEIN/INHIBITOR,198,4.459120260795808
6V4E,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,204,4.459455216342462
7VNH,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,225,4.460214104905679
6Y6E,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,238,4.466503743135621
7CIW,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,216,4.467360390823357
6KCP,,3131,5X6Z,TRANSFERASE,333,4.468413725863295
7CIX,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,216,4.469160107707357
6XRO,,2213,7VMG,STRUCTURAL PROTEIN/INHIBITOR,188,4.469281838940333
7CIV,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,215,4.469557884174908
7BJI,,3131,5X6Z,TRANSFERASE,349,4.470275452608708
7MFW,,2213,7VMG,STRUCTURAL PROTEIN/INHIBITOR,191,4.4718625477706135
6PKH,,3131,5X6Z,TRANSFERASE,312,4.472139750357867
7DCJ,,2213,7VMG,STRUCTURAL PROTEIN/INHIBITOR,204,4.476118501275498
7CUY,,3131,5X6Z,TRANSFERASE,307,4.477156609077211
6XRP,,2213,7VMG,STRUCTURAL PROTEIN/INHIBITOR,186,4.4772296906012095
7DCJ,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,204,4.4776674826580365
6K80,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,213,4.477895369955032
7U9D,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,203,4.48065807047256
8ADD,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,209,4.482263685962026
6VJ8,,2213,7VMG,STRUCTURAL PROTEIN/INHIBITOR,182,4.482503720526098
7U9D,,2203,5S4Z,CELL CYCLE,203,4.483799969274266
6YYK,,3131,5X6Z,TRANSFERASE,318,4.484893043412794
6KD6,,3131,5X6Z,TRANSFERASE,325,4.48579246496182
6S7Y,,3131,5X6Z,TRANSFERASE,320,4.486042142005338
7YB7,,3131,5X6Z,TRANSFERASE,294,4.487242022472448
6VJ9,,2213,7VMG,STRUCTURAL PROTEIN/INHIBITOR,182,4.489061497937294
7CQV,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,195,4.49084889767952
7D86,,2213,7VMG,STRUCTURAL PROTEIN/INHIBITOR,185,4.491307146647773
7YBX,,3131,5X6Z,TRANSFERASE,300,4.492152205934404
6LTK,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,208,4.492745886046892
7D87,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,211,4.493795512400157
7WCW,,3131,5X6Z,TRANSFERASE,300,4.493927248826817
8AK3,,3131,5X6Z,TRANSFERASE,298,4.494187130777711
7KVX,,2213,7VMG,STRUCTURAL PROTEIN/INHIBITOR,181,4.494633184023197
7F2X,,3131,5X6Z,TRANSFERASE,303,4.495010678304529
7CQV,,2203,5S4Z,CELL CYCLE,195,4.496334636160897
7BJS,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,198,4.497250460843355
8FDX,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,202,4.497602191357901
7D8A,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,210,4.498036675868026
8X72,,3131,5X6Z,TRANSFERASE,294,4.500365070644052
8FDY,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,201,4.5007450850827535
8DIO,,3131,5X6Z,TRANSFERASE,300,4.501775534258031
7MY4,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,281,4.501886321749836
8OGC,,3131,5X6Z,TRANSFERASE,305,4.502496423617752
8DHU,,3131,5X6Z,TRANSFERASE,299,4.503270370455442
6YRB,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,199,4.503365231657288
7ZHH,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,222,4.503683258944795
6HXV,,3131,5X6Z,TRANSFERASE,333,4.503706806190743
8OG5,,3131,5X6Z,TRANSFERASE,301,4.504147094063315
6XRO,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,188,4.504706598668244
7AB8,,3131,5X6Z,TRANSFERASE,311,4.504990683911425
6V4H,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,209,4.505720083622297
7BJS,,2203,5S4Z,CELL CYCLE,198,4.505777671917323
6XG7,,3131,5X6Z,TRANSFERASE,304,4.508874943471085
7MFW,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,191,4.509177881648393
6XRP,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,186,4.51008612782453
8AK2,,3131,5X6Z,TRANSFERASE,294,4.510179747192596
6V4E,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,204,4.512111553559159
6VJ8,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,182,4.514922265367771
6XRO,,2203,5S4Z,CELL CYCLE,188,4.516675937841085
7MFW,,2203,5S4Z,CELL CYCLE,191,4.51882674366347
6VJ9,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,182,4.518952753132063
6X5Q,,3131,5X6Z,TRANSFERASE,284,4.519585450808603
7D86,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,185,4.520952921522706
6XRP,,2203,5S4Z,CELL CYCLE,186,4.5235067840258365
7KVX,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,181,4.523627126061202
7TGQ,,2213,7VMG,STRUCTURAL PROTEIN/INHIBITOR,182,4.524416329447353
7R5F,,3131,5X6Z,TRANSFERASE,301,4.52517548802489
6VJ8,,2203,5S4Z,CELL CYCLE,182,4.529588786164264
6JVR,,3131,5X6Z,TRANSFERASE,305,4.530539704325248
7PO9,,2213,7VMG,STRUCTURAL PROTEIN/INHIBITOR,172,4.53565285293143
6VJ9,,2203,5S4Z,CELL CYCLE,182,4.536255879572033
6ZUW,,3131,5X6Z,TRANSFERASE,287,4.5363481510434935
7DCJ,,2203,5S4Z,CELL CYCLE,204,4.536971633165331
7U9D,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,203,4.539577362230053
7MRO,,3131,5X6Z,TRANSFERASE,305,4.5411325917438665
7D86,,2203,5S4Z,CELL CYCLE,185,4.541787509115361
7KVX,,2203,5S4Z,CELL CYCLE,181,4.542069637983071
7MY4,,2213,7VMG,STRUCTURAL PROTEIN/INHIBITOR,281,4.544700211069603
7TGQ,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,182,4.544921025284997
7CQV,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,195,4.546225480078297
7BJS,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,198,4.550695975904136
7DCJ,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,204,4.551988342416064
7UAD,,3131,5X6Z,TRANSFERASE,277,4.552263634445233
7PO9,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,172,4.553586562715989
8HTC,,3131,5X6Z,TRANSFERASE,290,4.55475305372261
8BOK,,3131,5X6Z,TRANSFERASE,282,4.557372557305975
6VNV,,3131,5X6Z,TRANSFERASE,274,4.559953428079497
8GYN,,2213,7VMG,STRUCTURAL PROTEIN/INHIBITOR,169,4.560979691706757
6XRO,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,188,4.561645245262088
8BS5,,2213,7VMG,STRUCTURAL PROTEIN/INHIBITOR,164,4.564588907337159
6XRP,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,186,4.568989267748422
8GYN,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,169,4.569180576863097
6YRB,,2213,7VMG,STRUCTURAL PROTEIN/INHIBITOR,199,4.57091162489042
7TGQ,,2203,5S4Z,CELL CYCLE,182,4.572546345700179
6VJ8,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,182,4.573395262484355
8BS5,,3087,3B82,BIOSYNTHETIC PROTEIN/TRANSFERASE,164,4.573491359474408
7MFW,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,191,4.575444460564842
6HXY,,3131,5X6Z,TRANSFERASE,301,4.5756133027414645
7PRX,,3131,5X6Z,TRANSFERASE,267,4.579000155625485
6VJ9,,2541,4MJO,HYDROLASE/HYDROLASE INHIBITOR,182,4.579384845952631
