Target,Function Target,Number of Alpha Carbons in Target,Reference,Function Reference,Number of Alpha Carbons in Reference,Distance
6WSJ,HYDROLASE/HYDROLASE INHIBITOR,1006,6S8L,STRUCTURAL PROTEIN,358,2.4213505099587755
8R79,LIGASE,653,2FB3,LIGAND BINDING PROTEIN,240,2.421874277362312
7B39,GENE REGULATION,106,1O43,SIGNALING PROTEIN,255,2.4218829815507794
3N9P,OXIDOREDUCTASE,161,4L9S,SIGNALING PROTEIN,501,2.422081779212468
8K71,OXIDOREDUCTASE,106,1O43,SIGNALING PROTEIN,340,2.422083341464416
8IIZ,NUCLEAR PROTEIN,182,3RZV,HYDROLASE,525,2.422295994486654
7O08,TRANSFERASE,171,6T5V,SIGNALING PROTEIN,451,2.42259134097487
8DHU,RNA BINDING PROTEIN,871,3BFK,HYDROLASE,299,2.4227115872447142
7AB8,SIGNALING PROTEIN,804,6D5M,SIGNALING PROTEIN,311,2.42297968592073
7MY4,PROTEIN BINDING,283,3SW7,TRANSFERASE/TRANSFERASE INHIBITOR,281,2.422999306906342
7XUB,TRANSFERASE,161,4L9S,SIGNALING PROTEIN,538,2.423015724598794
6S9F,SIGNALING PROTEIN,180,2GCN,SIGNALING PROTEIN,598,2.4231499902863187
7DB2,TRANSFERASE,161,4L9S,SIGNALING PROTEIN,468,2.4233466198743887
7CIW,TRANSFERASE,743,4TMX,TRANSLATION,216,2.4233618136899957
7VNI,TRANSCRIPTION,1017,7ODN,STRUCTURAL PROTEIN,433,2.423384568464742
7MNU,TRANSPORT PROTEIN,741,6HTW,TRANSLATION,243,2.423400357153517
8GM5,TRANSLATION/TRANSFERASE,183,1ZNY,TRANSFERASE,555,2.423521403982784
7VNH,TRANSCRIPTION,743,4TMX,TRANSLATION,225,2.4235850187176378
7JL7,CELL CYCLE,183,1ZNY,TRANSFERASE,479,2.423688598355233
7B39,GENE REGULATION,720,5JCP,"SIGNALING PROTEIN,HYDROLASE",255,2.42371282568029
7XHK,HYDROLASE,108,4F59,PROTEIN BINDING,334,2.423901702714621
7CIU,TRANSFERASE,1035,6ZWB,CELL CYCLE,415,2.423947002695181
6YRQ,VIRAL PROTEIN,1017,7ODN,STRUCTURAL PROTEIN,400,2.4243048608223416
7OY4,TRANSCRIPTION,720,5JCP,"SIGNALING PROTEIN,HYDROLASE",258,2.42448528360217
8EWR,OXIDOREDUCTASE/INHIBITOR,199,5TX4,TRANSFERASE/CYTOKINE,447,2.424495208081442
7MY4,PROTEIN BINDING,303,7ZPC,CELL CYCLE,281,2.4250503642367693
7AZW,TRANSCRIPTION,698,2GF0,TRANSPORT PROTEIN,235,2.425110501391212
8BOK,TRANSFERASE,768,4Q00,METAL TRANSPORT,282,2.425142345344075
6XDB,TRANSFERASE/TRANSFERASE INHIBITOR,1035,6ZWB,CELL CYCLE,404,2.4252319724475084
7BO6,TRANSCRIPTION,106,1O43,SIGNALING PROTEIN,247,2.4253939201376173
8D6F,"SIGNALING PROTEIN,",171,6T5V,SIGNALING PROTEIN,542,2.425758400565411
8SKI,TRANSFERASE/DNA,1171,6C5U,TRANSFERASE/ANTIBIOTIC,426,2.4260260043850868
6XDB,TRANSFERASE/TRANSFERASE INHIBITOR,1035,7YZ5,CELL CYCLE,404,2.4266715306033384
7CMR,TRANSFERASE,772,1EFC,RNA BINDING PROTEIN,263,2.426673157941954
7JQG,TRANSCRIPTION,182,6JIK,SIGNALING PROTEIN,499,2.426763055770189
7PRX,SIGNALING PROTEIN,104,1O4C,SIGNALING PROTEIN,267,2.426874806066972
6TWA,HYDROLASE,182,6JIK,SIGNALING PROTEIN,522,2.4270643746754
6VRO,HYDROLASE,977,5TC3,OXIDOREDUCTASE,334,2.427125977858835
6PGW,CELL ADHESION,106,1O43,SIGNALING PROTEIN,427,2.4273469310292715
6UPR,STRUCTURAL PROTEIN,179,1M7B,SIGNALING PROTEIN,543,2.427350859200341
7D8A,GENE REGULATION,621,4ZI2,HYDROLASE,210,2.4279790505199608
7DOV,CYTOKINE,161,4L9S,SIGNALING PROTEIN,445,2.4282729280262885
7LZF,TRANSFERASE,674,1RDY,HYDROLASE,240,2.4284648890241085
8DKT,CELL CYCLE,172,8QUG,TRANSFERASE,526,2.4287119613355417
7BO6,TRANSCRIPTION,104,1O4C,SIGNALING PROTEIN,247,2.4287513916322454
7DB3,TRANSFERASE,162,1P2T,SIGNALING PROTEIN,450,2.42898008583724
6WMS,TRANSCRIPTION,162,1P2T,SIGNALING PROTEIN,419,2.42909851694028
6PGW,CELL ADHESION,1006,6S8L,STRUCTURAL PROTEIN,427,2.429179546667478
8OGC,TRANSFERASE,104,1O4C,SIGNALING PROTEIN,305,2.429242826612473
6XI4,CELL CYCLE,1035,7YZ5,CELL CYCLE,408,2.4292571637279576
6PYO,PROTEIN TRANSPORT,931,7AVU,PROTEIN BINDING,318,2.4293433564243614
7CQV,SIGNALING PROTEIN,533,6WGN,SIGNALING PROTEIN/INHIBITOR,195,2.429541205563715
6TWA,HYDROLASE,1411,4HB2,PROTEIN TRANSPORT,522,2.429580966387304
8E8B,TRANSFERASE/DNA,1171,6C5U,TRANSFERASE/ANTIBIOTIC,436,2.4297793095996174
7DB4,TRANSFERASE,199,5TX4,TRANSFERASE/CYTOKINE,454,2.4299612713434544
7JW6,RNA BINDING PROTEIN,674,1RDY,HYDROLASE,231,2.430099956988379
7MY4,PROTEIN BINDING,279,1GII,TRANSFERASE,281,2.4304690104638897
7XHK,HYDROLASE,860,6HI2,TRANSFERASE,334,2.430606055023965
7KHG,TRANSFERASE/TRANSFERASE INHIBITOR,860,6HI2,TRANSFERASE,329,2.430622831639053
7DOV,CYTOKINE,162,1P2T,SIGNALING PROTEIN,445,2.430757923920479
7MNU,TRANSPORT PROTEIN,751,3U6B,TRANSLATION FACTOR/ANTIBIOTIC,243,2.43078956121082
8EWR,OXIDOREDUCTASE/INHIBITOR,162,1P2T,SIGNALING PROTEIN,447,2.4310346306387305
7R5F,RNA BINDING PROTEIN,871,3BFK,HYDROLASE,301,2.4311003649915444
6XDB,TRANSFERASE/TRANSFERASE INHIBITOR,1171,6C5U,TRANSFERASE/ANTIBIOTIC,404,2.4312277126997963
7MFW,CELL ADHESION,58,6MJ7,SIGNALING PROTEIN,191,2.431247594354895
7MRS,CELL ADHESION,860,6HI2,TRANSFERASE,366,2.43136930033133
8PBR,HYDROLASE,1017,7ODN,STRUCTURAL PROTEIN,370,2.431996933575312
6UPR,STRUCTURAL PROTEIN,182,3RZV,HYDROLASE,543,2.4320030785285995
7CIX,TRANSFERASE,743,4TMX,TRANSLATION,216,2.4321319636985503
7ZFX,TRANSCRIPTION,720,5JCP,"SIGNALING PROTEIN,HYDROLASE",249,2.4322190270438417
6XJN,HYDROLASE,1059,5JSM,TRANSFERASE/TRANSFERASE INHIBITOR,417,2.432401161938284
7VNI,TRANSCRIPTION,1171,6C5U,TRANSFERASE/ANTIBIOTIC,433,2.4325103744064216
7ZFX,TRANSCRIPTION,122,4CUD,TRANSCRIPTION,249,2.432585948486276
7Q4I,TRANSFERASE,247,2OH6,"STRUCTURAL PROTEIN, RNA BINDING PROTEIN",569,2.432644229162294
7E1T,PROTEIN TRANSPORT,1035,6ZWB,CELL CYCLE,403,2.4326448456355227
5SGM,HYDROLASE/HYDROLASE INHIBITOR,860,6HI2,TRANSFERASE,315,2.4326929312410703
6V7A,HYDROLASE,1006,6S8L,STRUCTURAL PROTEIN,357,2.4328078506351978
6KQP,TRANSFERASE,743,4TMX,TRANSLATION,220,2.4329136237169307
6QQ4,TRANSPORT PROTEIN,698,2GF0,TRANSPORT PROTEIN,243,2.432919249372414
6PGW,CELL ADHESION,1017,7ODN,STRUCTURAL PROTEIN,427,2.4329591015294625
7K2R,PROTEIN BINDING,179,1M7B,SIGNALING PROTEIN,581,2.432959917442225
7K2R,PROTEIN BINDING,180,2GCN,SIGNALING PROTEIN,581,2.4330036735180016
6S9F,SIGNALING PROTEIN,182,1SVI,HYDROLASE,598,2.4335438447477937
8D6D,"SIGNALING PROTEIN,",168,1YZG,TRANSPORT PROTEIN,544,2.4335750088111627
7BJI,STRUCTURAL PROTEIN,931,7AVU,PROTEIN BINDING,349,2.433705161737376
8OG5,TRANSFERASE,104,1O4C,SIGNALING PROTEIN,301,2.4338661641631423
7UAD,SIGNALING PROTEIN/INHIBITOR,871,3BFK,HYDROLASE,277,2.433899319526383
7BO6,TRANSCRIPTION,122,4CUD,TRANSCRIPTION,247,2.434036148131691
7JW6,RNA BINDING PROTEIN,670,3ZYC,HYDROLASE,231,2.4345099684710503
6WSJ,HYDROLASE/HYDROLASE INHIBITOR,1017,7ODN,STRUCTURAL PROTEIN,358,2.434594094158905
6ELK,OXIDOREDUCTASE,1017,7ODN,STRUCTURAL PROTEIN,392,2.4346153292285675
7LG3,IMMUNE SYSTEM/VIRAL PROTEIN,1006,6S8L,STRUCTURAL PROTEIN,394,2.43465190849683
7JQG,TRANSCRIPTION,180,2GCN,SIGNALING PROTEIN,499,2.4347699251231854
8BJK,HYDROLASE,1017,7ODN,STRUCTURAL PROTEIN,366,2.4348475258318687
7KVX,IMMUNE SYSTEM,483,5VBZ,HYDROLASE,181,2.434870948835087
3N9N,OXIDOREDUCTASE,161,4L9S,SIGNALING PROTEIN,501,2.434941408571448
8G1Z,HYDROLASE/INHIBITOR,1017,7ODN,STRUCTURAL PROTEIN,359,2.435165495721053
7CIV,TRANSFERASE,743,4TMX,TRANSLATION,215,2.43529545285889
6KQP,TRANSFERASE,643,4YW9,LYASE,220,2.4353372372766424
7YB7,APOPTOSIS,931,7AVU,PROTEIN BINDING,294,2.4354496475665792
7OXU,TRANSCRIPTION,720,5JCP,"SIGNALING PROTEIN,HYDROLASE",249,2.4355540192570464
7NYQ,RNA BINDING PROTEIN,172,8QUG,TRANSFERASE,566,2.435931411646605
6WYP,HYDROLASE,1006,6S8L,STRUCTURAL PROTEIN,358,2.436104804559291
8UQB,TRANSFERASE,1035,6ZWB,CELL CYCLE,408,2.4362808025961247
7PRX,SIGNALING PROTEIN,106,1O43,SIGNALING PROTEIN,267,2.4362996223879376
7MFW,CELL ADHESION,483,5VBZ,HYDROLASE,191,2.4363185022138127
6Z26,STRUCTURAL PROTEIN,840,4GB9,TRANSFERASE/TRANSFERASE INHIBITOR,397,2.4364108400504683
7JQG,TRANSCRIPTION,179,1M7B,SIGNALING PROTEIN,499,2.4365640284365786
7AXF,NUCLEAR PROTEIN,720,5JCP,"SIGNALING PROTEIN,HYDROLASE",267,2.436810364571442
8GM5,TRANSLATION/TRANSFERASE,171,6T5V,SIGNALING PROTEIN,555,2.43684021131333
7DAX,TRANSFERASE,162,1P2T,SIGNALING PROTEIN,452,2.4372356156737784
7AYV,LYASE,1411,4HB2,PROTEIN TRANSPORT,502,2.437423145339406
7SVB,HYDROLASE/DNA,198,4LOF,APOPTOSIS,555,2.43756970169632
8X72,TRANSFERASE,886,7XQL,TOXIN,294,2.437703769368468
7DAY,TRANSFERASE,199,5TX4,TRANSFERASE/CYTOKINE,451,2.437799263510884
7YB7,APOPTOSIS,840,4GB9,TRANSFERASE/TRANSFERASE INHIBITOR,294,2.437933713603378
6PZS,HYDROLASE/HYDROLASE INHIBITOR,1006,6S8L,STRUCTURAL PROTEIN,362,2.4381712492836733
8AK2,STRUCTURAL PROTEIN,104,1O4C,SIGNALING PROTEIN,294,2.438172953523715
8SO1,OXIDOREDUCTASE/SUBSTRATE,171,6T5V,SIGNALING PROTEIN,470,2.438313450280675
8E8B,TRANSFERASE/DNA,1035,7YZ5,CELL CYCLE,436,2.4383341668648844
7QUT,DNA BINDING PROTEIN,1411,4HB2,PROTEIN TRANSPORT,504,2.43844514789981
6T2T,TRANSFERASE,741,6HTW,TRANSLATION,254,2.438455815472396
7UK2,METAL BINDING PROTEIN/INHIBITOR,1006,6S8L,STRUCTURAL PROTEIN,362,2.438620031519593
8DKT,CELL CYCLE,183,1ZNY,TRANSFERASE,526,2.4387334860587755
6ZUW,BLOOD CLOTTING,871,3BFK,HYDROLASE,287,2.4387804275868428
6KOJ,PROTEIN TRANSPORT,670,3ZYC,HYDROLASE,257,2.4389794400512383
6OS4,METAL BINDING PROTEIN,424,4RJL,TRANSLATION,147,2.439041578307541
6LXC,TRANSCRIPTION,772,1EFC,RNA BINDING PROTEIN,261,2.4393104765449345
6SLW,PEPTIDE BINDING PROTEIN,698,2GF0,TRANSPORT PROTEIN,245,2.439638089927995
6VFQ,CELL ADHESION,106,1O43,SIGNALING PROTEIN,425,2.4396503314420013
8E8B,TRANSFERASE/DNA,1035,6ZWB,CELL CYCLE,436,2.440022693909038
7MIC,"VIRAL PROTEIN,HYDROLASE/SUBSTRATE",612,6IYB,TRANSPORT PROTEIN,220,2.440342476211748
6VFQ,CELL ADHESION,108,4F59,PROTEIN BINDING,425,2.440483584478699
8ADD,HYDROLASE,643,4YW9,LYASE,209,2.4407618880496
8K71,OXIDOREDUCTASE,104,1O4C,SIGNALING PROTEIN,340,2.4409910999585813
7KHG,TRANSFERASE/TRANSFERASE INHIBITOR,977,5TC3,OXIDOREDUCTASE,329,2.4412377871939124
6S7F,HYDROLASE,182,1SVI,HYDROLASE,523,2.441248312716262
6WMS,TRANSCRIPTION,161,4L9S,SIGNALING PROTEIN,419,2.44137119632564
8UQB,TRANSFERASE,1035,7YZ5,CELL CYCLE,408,2.441433852833584
6LPH,PROTEIN BINDING,772,1EFC,RNA BINDING PROTEIN,272,2.4416291934910737
6S7F,HYDROLASE,1411,4HB2,PROTEIN TRANSPORT,523,2.441639159640231
7POK,TRANSCRIPTION,1006,6S8L,STRUCTURAL PROTEIN,372,2.4416731502806632
7AZT,LYASE,1411,4HB2,PROTEIN TRANSPORT,502,2.4421748418985856
7ME4,SIGNALING PROTEIN,684,8STM,ONCOPROTEIN,227,2.4422083331137268
7DB1,TRANSFERASE,162,1P2T,SIGNALING PROTEIN,450,2.442224050182266
6T2T,TRANSFERASE,751,3U6B,TRANSLATION FACTOR/ANTIBIOTIC,254,2.4424589646649792
7MY4,PROTEIN BINDING,183,1ZNY,TRANSFERASE,281,2.442486795800374
6XZK,GENE REGULATION,741,6HTW,TRANSLATION,240,2.442642131750944
7CFB,GENE REGULATION,1035,6ZWB,CELL CYCLE,388,2.4427285361799598
7XHK,HYDROLASE,106,1O43,SIGNALING PROTEIN,334,2.443137199676623
7B39,GENE REGULATION,122,4CUD,TRANSCRIPTION,255,2.4434785959040832
7YB7,APOPTOSIS,852,4ANV,TRANSFERASE,294,2.443643187929157
6PGW,CELL ADHESION,104,1O4C,SIGNALING PROTEIN,427,2.443674193323952
7MY4,PROTEIN BINDING,292,7UG1,CELL CYCLE,281,2.443719980150625
7B39,GENE REGULATION,772,1EFC,RNA BINDING PROTEIN,255,2.443849932292527
7DCJ,DNA BINDING PROTEIN/DNA,530,4MXO,TRANSFERASE/TRANSFERASE INHIBITOR,204,2.443903062414466
7R3O,TRANSFERASE,1035,6ZWB,CELL CYCLE,395,2.44405904657724
7CIU,TRANSFERASE,1035,7YZ5,CELL CYCLE,415,2.444171031397364
7LG3,IMMUNE SYSTEM/VIRAL PROTEIN,1017,7ODN,STRUCTURAL PROTEIN,394,2.444176586774787
6T2M,TRANSCRIPTION,122,4CUD,TRANSCRIPTION,249,2.444529883027946
6PYO,PROTEIN TRANSPORT,977,5TC3,OXIDOREDUCTASE,318,2.444893562393775
6V7A,HYDROLASE,1017,7ODN,STRUCTURAL PROTEIN,357,2.445193752062368
7POK,TRANSCRIPTION,1017,7ODN,STRUCTURAL PROTEIN,372,2.4452112962595915
6SLW,PEPTIDE BINDING PROTEIN,741,6HTW,TRANSLATION,245,2.445275543130672
7XHK,HYDROLASE,977,5TC3,OXIDOREDUCTASE,334,2.445325495436661
8C6A,FLAVOPROTEIN,1411,4HB2,PROTEIN TRANSPORT,500,2.445649147910383
7ME5,SIGNALING PROTEIN,457,7G8E,CYTOSOLIC PROTEIN,153,2.445717337149922
1ZL9,TRANSFERASE,1035,6ZWB,CELL CYCLE,414,2.4457271536514065
7MY4,PROTEIN BINDING,182,1SVI,HYDROLASE,281,2.445966910088164
7WCW,TRANSFERASE/TRANSFERASE INHIBITOR,108,4F59,PROTEIN BINDING,300,2.4460088637482973
6S9F,SIGNALING PROTEIN,179,1M7B,SIGNALING PROTEIN,598,2.4460638830665267
7E1T,PROTEIN TRANSPORT,1035,7YZ5,CELL CYCLE,403,2.4461831800738745
8GM5,TRANSLATION/TRANSFERASE,168,3RSO,SIGNALING PROTEIN,555,2.446270442677468
8C1U,FLAVOPROTEIN,1411,4HB2,PROTEIN TRANSPORT,500,2.446359546510135
6XWV,CELL CYCLE,162,1P2T,SIGNALING PROTEIN,536,2.446418119531255
8C6C,FLAVOPROTEIN,1411,4HB2,PROTEIN TRANSPORT,500,2.446432601722395
6S7X,NEUROPEPTIDE,108,4F59,PROTEIN BINDING,332,2.446506966902564
8C6B,FLAVOPROTEIN,1411,4HB2,PROTEIN TRANSPORT,500,2.44656560286741
6S7Y,NEUROPEPTIDE,886,7XQL,TOXIN,320,2.4465914690739234
8D6F,"SIGNALING PROTEIN,",168,1YZG,TRANSPORT PROTEIN,542,2.44696081068732
7CFB,GENE REGULATION,1035,7YZ5,CELL CYCLE,388,2.447101126768155
7OY4,TRANSCRIPTION,772,1EFC,RNA BINDING PROTEIN,258,2.447411686390681
8C69,FLAVOPROTEIN,1411,4HB2,PROTEIN TRANSPORT,500,2.4474275707135784
8CK5,TRANSCRIPTION,720,5JCP,"SIGNALING PROTEIN,HYDROLASE",251,2.4475765714389617
8K71,OXIDOREDUCTASE,122,4CUD,TRANSCRIPTION,340,2.44758217008282
4JND,HYDROLASE,1059,5JSM,TRANSFERASE/TRANSFERASE INHIBITOR,412,2.447764721218173
8C6F,FLAVOPROTEIN,1411,4HB2,PROTEIN TRANSPORT,500,2.4481735970237786
6JLH,PROTEIN TRANSPORT,1297,6LS5,HYDROLASE,531,2.4484007947921254
8C6H,FLAVOPROTEIN,1411,4HB2,PROTEIN TRANSPORT,500,2.4486450962917066
7U9D,LIPID BINDING PROTEIN,58,6MJ7,SIGNALING PROTEIN,203,2.448842258640478
7XHK,HYDROLASE,122,4CUD,TRANSCRIPTION,334,2.4494774953770757
6XI4,CELL CYCLE,1171,6C5U,TRANSFERASE/ANTIBIOTIC,408,2.4495538555895986
8EWR,OXIDOREDUCTASE/INHIBITOR,161,4L9S,SIGNALING PROTEIN,447,2.450026827446558
7DB3,TRANSFERASE,161,4L9S,SIGNALING PROTEIN,450,2.450146876299082
6WYP,HYDROLASE,1017,7ODN,STRUCTURAL PROTEIN,358,2.4506925646325066
7JL7,CELL CYCLE,172,8QUG,TRANSFERASE,479,2.450821666560682
7CUY,HYDROLASE,931,7AVU,PROTEIN BINDING,307,2.450883243878461
6PZS,HYDROLASE/HYDROLASE INHIBITOR,1017,7ODN,STRUCTURAL PROTEIN,362,2.4510993975286293
6Z26,STRUCTURAL PROTEIN,104,1O4C,SIGNALING PROTEIN,397,2.451575105790362
7UK2,METAL BINDING PROTEIN/INHIBITOR,1017,7ODN,STRUCTURAL PROTEIN,362,2.4515794113872005
7PRX,SIGNALING PROTEIN,768,4Q00,METAL TRANSPORT,267,2.451667109887928
7MQY,CELL ADHESION,106,1O43,SIGNALING PROTEIN,370,2.45167653950876
7YBX,TRANSFERASE/INHIBITOR,886,7XQL,TOXIN,300,2.4523749145083085
7BJS,TRANSPORT PROTEIN,533,6WGN,SIGNALING PROTEIN/INHIBITOR,198,2.452612868480181
8CKC,TRANSCRIPTION,720,5JCP,"SIGNALING PROTEIN,HYDROLASE",249,2.45265284115155
8R79,LIGASE,698,2GF0,TRANSPORT PROTEIN,240,2.4527468210128984
6VNV,TRANSFERASE/INHIBITOR,871,3BFK,HYDROLASE,274,2.452856218372799
6V4H,APOPTOSIS,621,4ZI2,HYDROLASE,209,2.452974548821905
6QQ4,TRANSPORT PROTEIN,741,6HTW,TRANSLATION,243,2.4532708824780416
7WCW,TRANSFERASE/TRANSFERASE INHIBITOR,886,7XQL,TOXIN,300,2.453278911993322
7O3S,PEPTIDE BINDING PROTEIN,653,2FB3,LIGAND BINDING PROTEIN,235,2.453407370137555
7PWT,CHAPERONE,611,4GNL,LYASE,237,2.453438125123572
8IIZ,NUCLEAR PROTEIN,183,1ZNY,TRANSFERASE,525,2.4536587851783307
7F2X,SIGNALING PROTEIN,804,6D5M,SIGNALING PROTEIN,303,2.4537533733064176
6KQP,TRANSFERASE,792,6TA7,RNA BINDING PROTEIN,220,2.454062209538701
6Z26,STRUCTURAL PROTEIN,860,6HI2,TRANSFERASE,397,2.454263229374404
7CUY,HYDROLASE,840,4GB9,TRANSFERASE/TRANSFERASE INHIBITOR,307,2.4543398977948816
6PKH,HYDROLASE,840,4GB9,TRANSFERASE/TRANSFERASE INHIBITOR,312,2.454517994421443
7LZF,TRANSFERASE,611,4GNL,LYASE,240,2.454552844202634
8AK3,STRUCTURAL PROTEIN,840,4GB9,TRANSFERASE/TRANSFERASE INHIBITOR,298,2.454680968314745
8GM5,TRANSLATION/TRANSFERASE,168,1YZG,TRANSPORT PROTEIN,555,2.454710085149348
5SGM,HYDROLASE/HYDROLASE INHIBITOR,977,5TC3,OXIDOREDUCTASE,315,2.454780589796088
8D7P,TRANSFERASE/CIRCADIAN CLOCK PROTEIN,247,2OH6,"STRUCTURAL PROTEIN, RNA BINDING PROTEIN",594,2.4549296733796515
8BS5,RNA BINDING PROTEIN,456,2NZ8,"SIGNALING PROTEIN,CELL CYCLE",164,2.4552953019519195
8AK2,STRUCTURAL PROTEIN,122,4CUD,TRANSCRIPTION,294,2.455299689831027
7DAX,TRANSFERASE,161,4L9S,SIGNALING PROTEIN,452,2.4554877809816564
6S7F,HYDROLASE,180,2GCN,SIGNALING PROTEIN,523,2.4558426375377094
7LZF,TRANSFERASE,653,2FB3,LIGAND BINDING PROTEIN,240,2.4559997558779902
6S9F,SIGNALING PROTEIN,199,5TX4,TRANSFERASE/CYTOKINE,598,2.456078981579618
7MY4,PROTEIN BINDING,296,5MHQ,CELL CYCLE/INHIBITOR,281,2.4562000859755937
7R3O,TRANSFERASE,1035,7YZ5,CELL CYCLE,395,2.456288821719339
8AK2,STRUCTURAL PROTEIN,886,7XQL,TOXIN,294,2.456442909652798
8HTC,TRANSFERASE,768,4Q00,METAL TRANSPORT,290,2.456774666257322
7BTG,SIGNALING PROTEIN,456,2NZ8,"SIGNALING PROTEIN,CELL CYCLE",157,2.456929188672752
6LTK,CHAPERONE,643,4YW9,LYASE,208,2.457227316937527
7PRX,SIGNALING PROTEIN,108,4F59,PROTEIN BINDING,267,2.457269935770088
7AB8,SIGNALING PROTEIN,886,7XQL,TOXIN,311,2.457490679280495
7JQG,TRANSCRIPTION,172,8QUG,TRANSFERASE,499,2.4577984874387693
7VNH,TRANSCRIPTION,792,6TA7,RNA BINDING PROTEIN,225,2.458023753231591
6V4E,APOPTOSIS,621,4ZI2,HYDROLASE,204,2.4581858008179656
8AK3,STRUCTURAL PROTEIN,931,7AVU,PROTEIN BINDING,298,2.4581957085235886
6XZK,GENE REGULATION,751,3U6B,TRANSLATION FACTOR/ANTIBIOTIC,240,2.458231960504573
7NYQ,RNA BINDING PROTEIN,1411,4HB2,PROTEIN TRANSPORT,566,2.458267494147996
7WCW,TRANSFERASE/TRANSFERASE INHIBITOR,106,1O43,SIGNALING PROTEIN,300,2.458538083450177
7D86,GENE REGULATION,483,5VBZ,HYDROLASE,185,2.458544613538777
7NYQ,RNA BINDING PROTEIN,168,3RSO,SIGNALING PROTEIN,566,2.458610274566863
1D4X,CONTRACTILE PROTEIN,162,1P2T,SIGNALING PROTEIN,492,2.458845402171535
6TFW,TRANSFERASE,198,4LOF,APOPTOSIS,530,2.4588865828532462
6JVR,HYDROLASE,871,3BFK,HYDROLASE,305,2.459028844867039
8DKT,CELL CYCLE,171,6T5V,SIGNALING PROTEIN,526,2.4590893540145053
8SO1,OXIDOREDUCTASE/SUBSTRATE,168,3RSO,SIGNALING PROTEIN,470,2.4591540937700933
7CQV,SIGNALING PROTEIN,602,7MDP,HYDROLASE/IMMUNE SYSTEM,195,2.459301513152795
6UPR,STRUCTURAL PROTEIN,183,1ZNY,TRANSFERASE,543,2.459468138768897
8R79,LIGASE,741,6HTW,TRANSLATION,240,2.4596955613992755
7CIW,TRANSFERASE,684,8STM,ONCOPROTEIN,216,2.4597089959572784
1D4X,CONTRACTILE PROTEIN,161,4L9S,SIGNALING PROTEIN,492,2.459714906169291
6S9F,SIGNALING PROTEIN,182,3RZV,HYDROLASE,598,2.459969249559495
6OS4,METAL BINDING PROTEIN,356,5QQL,HYDROLASE/TRANSFERASE,147,2.4600388110585176
6S7Y,NEUROPEPTIDE,931,7AVU,PROTEIN BINDING,320,2.4600896785735573
7DB4,TRANSFERASE,162,1P2T,SIGNALING PROTEIN,454,2.460122725985438
6Z26,STRUCTURAL PROTEIN,852,4ANV,TRANSFERASE,397,2.460166162797904
6OS4,METAL BINDING PROTEIN,356,5QQM,HYDROLASE/TRANSFERASE,147,2.460227855414704
7JQG,TRANSCRIPTION,183,1ZNY,TRANSFERASE,499,2.460377274024653
8SKI,TRANSFERASE/DNA,1035,6ZWB,CELL CYCLE,426,2.460510038330185
7LZF,TRANSFERASE,670,3ZYC,HYDROLASE,240,2.4605242432701884
7ME4,SIGNALING PROTEIN,792,6TA7,RNA BINDING PROTEIN,227,2.4605808065215364
7ZFX,TRANSCRIPTION,772,1EFC,RNA BINDING PROTEIN,249,2.460655319358213
7U9D,LIPID BINDING PROTEIN,602,7MDP,HYDROLASE/IMMUNE SYSTEM,203,2.46067391497187
8DIO,RNA BINDING PROTEIN,804,6D5M,SIGNALING PROTEIN,300,2.4607885053262524
6Z26,STRUCTURAL PROTEIN,106,1O43,SIGNALING PROTEIN,397,2.46102151438357
8D6D,"SIGNALING PROTEIN,",162,1P2T,SIGNALING PROTEIN,544,2.461037751483444
7PWT,CHAPERONE,674,1RDY,HYDROLASE,237,2.461249732078908
6VFQ,CELL ADHESION,104,1O4C,SIGNALING PROTEIN,425,2.4613822317043823
6K80,TRANSFERASE,643,4YW9,LYASE,213,2.461546730132248
6X5Q,TRANSFERASE,804,6D5M,SIGNALING PROTEIN,284,2.4615908125449204
8SKI,TRANSFERASE/DNA,1035,7YZ5,CELL CYCLE,426,2.461651519156212
7OXU,TRANSCRIPTION,772,1EFC,RNA BINDING PROTEIN,249,2.4618503296333043
7XHK,HYDROLASE,104,1O4C,SIGNALING PROTEIN,334,2.462115765688488
7BJO,TRANSFERASE,772,1EFC,RNA BINDING PROTEIN,257,2.4623183865797387
6PYO,PROTEIN TRANSPORT,860,6HI2,TRANSFERASE,318,2.4623268496619795
6S7X,NEUROPEPTIDE,106,1O43,SIGNALING PROTEIN,332,2.4625608544416
8IIZ,NUCLEAR PROTEIN,1411,4HB2,PROTEIN TRANSPORT,525,2.4627467488344585
7YBX,TRANSFERASE/INHIBITOR,108,4F59,PROTEIN BINDING,300,2.462862467844952
6QQ4,TRANSPORT PROTEIN,751,3U6B,TRANSLATION FACTOR/ANTIBIOTIC,243,2.4629646517476718
7YBX,TRANSFERASE/INHIBITOR,931,7AVU,PROTEIN BINDING,300,2.463028697784116
6S7F,HYDROLASE,199,5TX4,TRANSFERASE/CYTOKINE,523,2.463043006672099
8ADD,HYDROLASE,743,4TMX,TRANSLATION,209,2.463055177343457
7JQG,TRANSCRIPTION,182,3RZV,HYDROLASE,499,2.4631020218673654
6Z26,STRUCTURAL PROTEIN,977,5TC3,OXIDOREDUCTASE,397,2.4635591223053845
6S7X,NEUROPEPTIDE,860,6HI2,TRANSFERASE,332,2.463703248557259
